player_name,season,team,age,games_played,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,field_goal_pct,three_point_pct,free_throw_pct,plus_minus,all_star,prior_all_star_selections
Terance Mann,2022-23,LAC,26.0,81,23.1,8.8,3.4,2.3,0.5,0.3,1.0,0.519,0.389,0.78,0.0,0,0
Terance Mann,2023-24,LAC,27.0,75,25.0,8.8,3.4,1.6,0.6,0.2,0.6,0.515,0.348,0.832,0.7,0,0
Terence Davis,2019-20,TOR,23.0,72,16.8,7.5,3.3,1.6,0.5,0.2,1.1,0.456,0.388,0.864,2.8,0,0
Terence Davis,2020-21,SAC,24.0,61,17.6,8.7,2.5,1.4,0.7,0.2,1.0,0.428,0.367,0.818,-1.1,0,0
Terence Davis,2021-22,SAC,25.0,30,17.9,10.4,3.1,1.3,0.8,0.4,1.1,0.423,0.329,0.818,2.0,0,0
Terrance Ferguson,2019-20,OKC,22.0,56,22.5,3.9,1.3,0.9,0.5,0.3,0.6,0.355,0.292,0.75,-2.6,0,0
Terrence Ross,2019-20,ORL,29.0,69,27.4,14.7,3.2,1.2,1.1,0.3,1.0,0.403,0.351,0.853,-1.0,0,0
Terrence Ross,2020-21,ORL,30.0,46,29.3,15.6,3.4,2.3,1.0,0.5,1.6,0.412,0.337,0.87,-5.1,0,0
Terrence Ross,2021-22,ORL,31.0,63,23.0,10.0,2.6,1.8,0.4,0.2,1.2,0.397,0.292,0.862,-5.5,0,0
Terrence Ross,2022-23,PHX,32.0,63,21.1,8.3,2.4,1.5,0.6,0.2,0.7,0.43,0.368,0.794,-1.2,0,0
Terry Rozier,2019-20,CHA,26.0,63,34.4,18.0,4.4,4.1,1.0,0.2,2.2,0.423,0.407,0.874,-6.3,0,0
Terry Rozier,2020-21,CHA,27.0,69,34.5,20.4,4.4,4.2,1.3,0.4,1.9,0.45,0.389,0.817,-1.3,0,0
Terry Rozier,2021-22,CHA,28.0,73,33.7,19.3,4.3,4.5,1.3,0.3,1.3,0.444,0.374,0.852,1.0,0,0
Terry Rozier,2022-23,CHA,29.0,63,35.3,21.1,4.1,5.1,1.2,0.3,2.1,0.415,0.327,0.809,-4.6,0,0
Terry Rozier,2023-24,MIA,30.0,61,33.4,19.8,4.0,5.6,1.0,0.3,1.7,0.443,0.363,0.869,-4.8,0,0
Terry Taylor,2021-22,IND,22.0,33,21.6,9.6,5.2,1.2,0.4,0.2,0.7,0.614,0.316,0.706,-3.5,0,0
Thaddeus Young,2019-20,CHI,32.0,64,24.9,10.3,4.9,1.8,1.4,0.4,1.6,0.448,0.356,0.583,-3.3,0,0
Thaddeus Young,2020-21,CHI,33.0,68,24.3,12.1,6.2,4.3,1.1,0.6,2.0,0.559,0.267,0.628,2.1,0,0
Thaddeus Young,2021-22,TOR,34.0,52,16.3,6.2,4.0,2.0,1.0,0.3,1.0,0.518,0.354,0.469,0.4,0,0
Theo Maledon,2020-21,OKC,20.0,65,27.3,10.1,3.2,3.5,0.9,0.2,2.2,0.368,0.335,0.748,-9.6,0,0
Theo Maledon,2021-22,OKC,21.0,51,17.8,7.1,2.6,2.2,0.6,0.2,1.3,0.375,0.293,0.79,-3.9,0,0
Theo Maledon,2022-23,CHA,22.0,44,19.4,6.7,2.8,3.5,0.8,0.3,1.3,0.402,0.295,0.851,-3.3,0,0
Thomas Bryant,2019-20,WAS,22.0,46,24.9,13.2,7.2,1.8,0.5,1.1,1.2,0.581,0.407,0.741,-3.5,0,0
Thomas Bryant,2022-23,DEN,25.0,59,18.3,9.8,5.7,0.5,0.3,0.5,0.6,0.623,0.441,0.738,-1.6,0,0
Tim Hardaway Jr.,2019-20,DAL,28.0,71,29.5,15.8,3.3,1.9,0.6,0.1,1.0,0.434,0.398,0.819,4.1,0,0
Tim Hardaway Jr.,2020-21,DAL,29.0,70,28.4,16.6,3.3,1.8,0.4,0.2,0.9,0.447,0.391,0.816,1.0,0,0
Tim Hardaway Jr.,2021-22,DAL,30.0,42,29.6,14.2,3.7,2.2,0.9,0.1,0.8,0.394,0.336,0.757,0.9,0,0
Tim Hardaway Jr.,2022-23,DAL,31.0,71,30.3,14.4,3.5,1.8,0.7,0.2,0.8,0.401,0.385,0.77,2.3,0,0
Tim Hardaway Jr.,2023-24,DAL,32.0,79,26.8,14.4,3.2,1.8,0.5,0.1,0.9,0.402,0.353,0.852,0.2,0,0
Timothe Luwawu-Cabarrot,2019-20,BKN,25.0,47,18.1,7.8,2.7,0.6,0.4,0.1,0.8,0.435,0.388,0.852,-1.1,0,0
Timothe Luwawu-Cabarrot,2020-21,BKN,26.0,58,18.1,6.4,2.2,1.2,0.6,0.1,0.7,0.365,0.314,0.814,-0.4,0,0
Tobias Harris,2019-20,PHI,27.0,72,34.3,19.6,6.9,3.2,0.7,0.6,1.4,0.471,0.367,0.806,2.2,0,0
Tobias Harris,2020-21,PHI,28.0,62,32.5,19.5,6.8,3.5,0.9,0.8,1.7,0.512,0.394,0.892,5.2,0,0
Tobias Harris,2021-22,PHI,29.0,73,34.8,17.2,6.8,3.5,0.6,0.6,1.6,0.482,0.367,0.842,2.3,0,0
Tobias Harris,2022-23,PHI,30.0,74,32.9,14.7,5.7,2.5,0.9,0.5,1.2,0.501,0.389,0.876,4.0,0,0
Tobias Harris,2023-24,PHI,31.0,70,33.8,17.2,6.5,3.1,1.0,0.7,1.3,0.487,0.353,0.878,3.2,0,0
Tomas Satoransky,2019-20,CHI,28.0,65,28.9,9.9,3.9,5.4,1.2,0.1,2.0,0.43,0.322,0.876,-1.1,0,0
Tomas Satoransky,2020-21,CHI,29.0,58,22.5,7.7,2.4,4.7,0.7,0.2,1.7,0.514,0.356,0.848,0.0,0,0
Tomas Satoransky,2021-22,WAS,30.0,55,16.5,3.6,2.3,3.3,0.5,0.1,0.8,0.377,0.208,0.796,-3.0,0,0
Tony Bradley,2020-21,OKC,23.0,42,16.3,7.1,5.7,0.9,0.4,0.7,0.8,0.665,0.0,0.691,-0.4,0,0
Tony Snell,2019-20,DET,28.0,59,27.8,8.0,1.9,2.2,0.5,0.3,0.5,0.445,0.402,1.0,-2.9,0,0
Tony Snell,2020-21,ATL,29.0,47,21.1,5.3,2.4,1.3,0.3,0.2,0.4,0.515,0.569,1.0,1.4,0,0
Tony Snell,2021-22,NOP,30.0,53,15.5,3.5,1.9,0.5,0.3,0.2,0.4,0.404,0.352,1.0,-2.2,0,0
Torrey Craig,2019-20,DEN,29.0,58,18.5,5.4,3.3,0.8,0.4,0.6,0.4,0.461,0.326,0.611,-3.0,0,0
Torrey Craig,2020-21,PHX,30.0,50,16.1,5.5,3.9,1.0,0.6,0.5,0.5,0.48,0.368,0.773,-1.9,0,0
Torrey Craig,2021-22,PHX,31.0,78,20.5,6.6,4.0,1.2,0.6,0.5,0.9,0.454,0.329,0.75,-2.4,0,0
Torrey Craig,2022-23,PHX,32.0,79,24.7,7.4,5.4,1.5,0.6,0.8,0.9,0.456,0.395,0.711,-2.2,0,0
Torrey Craig,2023-24,CHI,33.0,53,19.8,5.7,4.1,1.1,0.6,0.4,0.6,0.43,0.392,0.75,-3.4,0,0
Toumani Camara,2023-24,POR,24.0,70,24.8,7.5,4.9,1.2,0.9,0.5,1.2,0.45,0.337,0.758,-2.7,0,0
Trae Young,2019-20,ATL,21.0,60,35.3,29.6,4.3,9.3,1.1,0.1,4.8,0.437,0.361,0.86,-3.8,1,0
Trae Young,2020-21,ATL,22.0,63,33.7,25.3,3.9,9.4,0.8,0.2,4.1,0.438,0.343,0.886,4.2,0,1
Trae Young,2021-22,ATL,23.0,76,34.9,28.4,3.7,9.7,0.9,0.1,4.0,0.46,0.382,0.904,2.1,1,1
Trae Young,2022-23,ATL,24.0,73,34.8,26.2,3.0,10.2,1.1,0.1,4.1,0.429,0.335,0.886,1.4,0,2
Trae Young,2023-24,ATL,25.0,54,36.0,25.7,2.8,10.8,1.3,0.2,4.4,0.43,0.373,0.855,-2.1,1,2
Trayce Jackson-Davis,2023-24,GSW,24.0,68,16.6,7.9,5.0,1.2,0.4,1.1,0.7,0.702,0.0,0.561,0.5,0,0
Tre Jones,2021-22,SAS,22.0,69,16.6,6.0,2.2,3.4,0.6,0.1,0.7,0.49,0.196,0.78,-0.2,0,0
Tre Jones,2022-23,SAS,23.0,68,29.2,12.9,3.6,6.6,1.3,0.1,1.6,0.459,0.285,0.86,-4.8,0,0
Tre Jones,2023-24,SAS,24.0,77,27.8,10.0,3.8,6.2,1.0,0.1,1.5,0.505,0.335,0.856,-0.3,0,0
Tre Mann,2021-22,OKC,21.0,60,22.8,10.4,2.9,1.5,0.8,0.2,1.2,0.393,0.36,0.793,-4.6,0,0
Tre Mann,2022-23,OKC,22.0,67,17.7,7.7,2.3,1.8,0.6,0.2,0.9,0.393,0.315,0.764,0.9,0,0
Tre Mann,2023-24,CHA,23.0,41,24.1,9.3,3.6,4.0,1.2,0.1,1.6,0.459,0.373,0.763,-3.1,0,0
Trendon Watford,2021-22,POR,21.0,48,18.1,7.6,4.1,1.7,0.5,0.6,0.9,0.532,0.237,0.755,-7.3,0,0
Trendon Watford,2022-23,POR,22.0,62,19.1,7.4,3.8,2.1,0.5,0.2,1.1,0.56,0.391,0.72,-2.9,0,0
Treveon Graham,2019-20,ATL,26.0,55,16.9,4.4,2.7,0.8,0.4,0.1,0.5,0.36,0.275,0.643,-2.7,0,0
Trevor Ariza,2019-20,POR,35.0,53,28.2,8.0,4.6,1.7,1.3,0.3,1.1,0.438,0.372,0.838,-0.2,0,0
Trevor Ariza,2020-21,MIA,36.0,30,28.0,9.4,4.8,1.8,1.0,0.6,0.7,0.411,0.35,0.773,1.3,0,0
Trey Burke,2019-20,DAL,27.0,33,15.8,7.4,1.5,2.5,0.5,0.1,0.6,0.45,0.427,0.793,0.8,0,0
Trey Lyles,2019-20,SAS,24.0,63,20.2,6.4,5.7,1.1,0.4,0.4,0.6,0.446,0.387,0.733,-0.9,0,0
Trey Lyles,2021-22,SAC,26.0,75,20.5,10.5,5.1,1.2,0.4,0.4,1.0,0.466,0.321,0.802,-3.0,0,0
Trey Lyles,2022-23,SAC,27.0,74,16.9,7.6,4.1,0.9,0.4,0.4,0.9,0.458,0.363,0.815,1.4,0,0
Trey Lyles,2023-24,SAC,28.0,58,20.0,7.2,4.4,1.2,0.3,0.3,0.7,0.445,0.384,0.7,3.1,0,0
Trey Murphy III,2022-23,NOP,23.0,79,31.0,14.5,3.6,1.4,1.1,0.5,0.8,0.484,0.406,0.905,0.5,0,0
Trey Murphy III,2023-24,NOP,24.0,57,29.7,14.8,4.9,2.2,0.9,0.5,0.6,0.443,0.38,0.815,4.6,0,0
Tristan Thompson,2019-20,CLE,29.0,57,30.2,12.0,10.1,2.1,0.6,0.9,1.8,0.512,0.391,0.615,-6.6,0,0
Tristan Thompson,2020-21,BOS,30.0,54,23.8,7.6,8.1,1.2,0.4,0.6,1.1,0.518,0.0,0.592,0.4,0,0
Tristan Thompson,2021-22,CHI,31.0,57,15.7,6.0,5.1,0.6,0.4,0.4,0.8,0.528,0.333,0.526,-1.1,0,0
Troy Brown Jr.,2019-20,WAS,20.0,69,25.8,10.4,5.6,2.6,1.2,0.1,1.1,0.439,0.341,0.784,-3.3,0,0
Troy Brown Jr.,2020-21,CHI,21.0,34,15.4,4.7,3.1,0.9,0.3,0.2,0.6,0.431,0.314,0.714,0.8,0,0
Troy Brown Jr.,2021-22,CHI,22.0,66,16.0,4.3,3.1,1.0,0.5,0.1,0.4,0.419,0.353,0.769,-0.7,0,0
Troy Brown Jr.,2022-23,LAL,23.0,76,24.5,7.1,4.1,1.3,0.8,0.2,0.6,0.43,0.381,0.872,-0.2,0,0
Ty Jerome,2020-21,OKC,23.0,33,23.9,10.7,2.8,3.6,0.6,0.2,1.4,0.446,0.423,0.765,-4.1,0,0
Ty Jerome,2021-22,OKC,24.0,48,16.7,7.1,1.6,2.3,0.6,0.1,0.8,0.378,0.29,0.809,-0.1,0,0
Ty Jerome,2022-23,GSW,25.0,45,18.1,6.9,1.7,3.0,0.5,0.1,0.7,0.488,0.389,0.927,-2.0,0,0
Tyler Herro,2019-20,MIA,20.0,55,27.4,13.5,4.1,2.2,0.6,0.2,1.6,0.428,0.389,0.87,-0.4,0,0
Tyler Herro,2020-21,MIA,21.0,54,30.3,15.1,5.0,3.4,0.6,0.3,1.9,0.439,0.36,0.803,-1.6,0,0
Tyler Herro,2021-22,MIA,22.0,66,32.6,20.7,5.0,4.0,0.7,0.1,2.6,0.447,0.399,0.868,3.6,0,0
Tyler Herro,2022-23,MIA,23.0,67,34.9,20.1,5.4,4.2,0.8,0.2,2.4,0.439,0.378,0.934,2.5,0,0
Tyler Herro,2023-24,MIA,24.0,42,33.5,20.8,5.3,4.5,0.7,0.1,2.2,0.441,0.396,0.856,0.7,0,0
Tyler Johnson,2019-20,BKN,28.0,39,18.2,7.0,1.9,1.9,0.4,0.2,0.7,0.388,0.319,0.84,-2.6,0,0
Tyler Johnson,2020-21,BKN,29.0,39,17.5,5.4,2.0,1.2,0.4,0.0,0.4,0.393,0.364,0.857,1.2,0,0
Tyrese Haliburton,2020-21,SAC,21.0,58,30.1,13.0,3.0,5.3,1.3,0.5,1.6,0.472,0.409,0.857,-3.1,0,0
Tyrese Haliburton,2021-22,IND,22.0,77,35.0,15.3,4.0,8.2,1.7,0.6,2.6,0.473,0.414,0.842,-4.2,0,0
Tyrese Haliburton,2022-23,IND,23.0,56,33.6,20.7,3.7,10.4,1.6,0.4,2.5,0.49,0.4,0.871,-0.6,1,0
Tyrese Haliburton,2023-24,IND,24.0,69,32.2,20.1,3.9,10.9,1.2,0.7,2.3,0.477,0.364,0.855,4.3,1,1
Tyrese Maxey,2020-21,PHI,20.0,61,15.3,8.0,1.7,2.0,0.4,0.2,0.7,0.462,0.301,0.871,-0.9,0,0
Tyrese Maxey,2021-22,PHI,21.0,75,35.3,17.5,3.2,4.3,0.7,0.4,1.2,0.485,0.427,0.866,2.6,0,0
Tyrese Maxey,2022-23,PHI,22.0,60,33.6,20.3,2.9,3.5,0.8,0.1,1.3,0.481,0.434,0.845,4.0,0,0
Tyrese Maxey,2023-24,PHI,23.0,70,37.5,25.9,3.7,6.2,1.0,0.5,1.7,0.45,0.373,0.868,4.3,1,0
Tyus Jones,2019-20,MEM,24.0,65,19.0,7.4,1.6,4.4,0.9,0.1,0.8,0.459,0.379,0.741,-0.8,0,0
Tyus Jones,2020-21,MEM,25.0,70,17.5,6.3,2.0,3.7,0.9,0.1,0.7,0.431,0.321,0.911,-1.2,0,0
Tyus Jones,2021-22,MEM,26.0,73,21.2,8.7,2.4,4.4,0.9,0.0,0.6,0.451,0.39,0.818,3.5,0,0
Tyus Jones,2022-23,MEM,27.0,80,24.2,10.3,2.5,5.2,1.0,0.1,0.9,0.438,0.371,0.806,1.2,0,0
Tyus Jones,2023-24,WAS,28.0,66,29.3,12.0,2.7,7.3,1.1,0.3,1.0,0.489,0.414,0.8,-7.5,0,0
Vasilije Micic,2023-24,CHA,30.0,60,19.6,7.0,1.5,4.4,0.5,0.1,1.7,0.43,0.279,0.813,-1.2,0,0
Victor Oladipo,2020-21,MIA,29.0,33,32.7,19.8,4.8,4.6,1.4,0.4,2.5,0.408,0.326,0.754,-2.2,0,0
Victor Oladipo,2022-23,MIA,31.0,42,26.3,10.7,3.0,3.5,1.4,0.3,2.1,0.397,0.33,0.747,-0.8,0,0
Victor Wembanyama,2023-24,SAS,20.0,71,29.7,21.4,10.6,3.9,1.2,3.6,3.7,0.465,0.325,0.796,-2.0,0,0
Vince Williams Jr.,2023-24,MEM,23.0,52,27.6,10.0,5.6,3.4,0.9,0.7,1.8,0.446,0.378,0.8,-1.8,0,0
Vít Krejčí,2021-22,OKC,22.0,30,23.0,6.2,3.4,1.9,0.6,0.3,1.0,0.407,0.327,0.864,-6.0,0,0
Walker Kessler,2022-23,UTA,21.0,74,23.0,9.2,8.4,0.9,0.4,2.3,0.8,0.72,0.333,0.516,1.0,0,0
Walker Kessler,2023-24,UTA,22.0,64,23.3,8.1,7.5,0.9,0.5,2.4,1.0,0.654,0.211,0.602,-2.3,0,0
Wayne Ellington,2019-20,NYK,32.0,36,15.5,5.1,1.8,1.2,0.4,0.1,0.5,0.351,0.35,0.846,-0.5,0,0
Wayne Ellington,2020-21,DET,33.0,46,22.0,9.6,1.8,1.5,0.4,0.2,0.7,0.441,0.422,0.8,-1.5,0,0
Wayne Ellington,2021-22,LAL,34.0,43,18.8,6.7,1.8,0.7,0.5,0.1,0.4,0.414,0.389,0.818,-1.4,0,0
Wendell Carter Jr.,2019-20,CHI,21.0,43,29.2,11.3,9.4,1.2,0.8,0.8,1.7,0.534,0.207,0.737,-0.7,0,0
Wendell Carter Jr.,2020-21,ORL,22.0,54,25.5,11.2,8.2,1.9,0.6,0.8,1.4,0.503,0.294,0.732,-4.5,0,0
Wendell Carter Jr.,2021-22,ORL,23.0,62,29.9,15.0,10.5,2.8,0.6,0.7,1.9,0.525,0.327,0.691,-2.2,0,0
Wendell Carter Jr.,2022-23,ORL,24.0,57,29.6,15.2,8.7,2.3,0.5,0.6,1.9,0.525,0.356,0.738,-0.7,0,0
Wendell Carter Jr.,2023-24,ORL,25.0,55,25.6,11.0,6.9,1.7,0.6,0.5,1.2,0.525,0.374,0.694,0.9,0,0
Wenyen Gabriel,2022-23,LAL,26.0,68,15.1,5.5,4.2,0.5,0.4,0.5,0.7,0.596,0.278,0.619,-0.5,0,0
Wes Iwundu,2019-20,ORL,25.0,52,18.3,5.8,2.5,1.2,0.5,0.3,0.5,0.416,0.341,0.804,0.2,0,0
Wesley Matthews,2019-20,MIL,33.0,67,24.4,7.4,2.5,1.4,0.6,0.1,0.6,0.396,0.364,0.765,6.8,0,0
Wesley Matthews,2020-21,LAL,34.0,58,19.5,4.8,1.6,0.9,0.7,0.3,0.4,0.353,0.335,0.854,0.7,0,0
Wesley Matthews,2021-22,MIL,35.0,49,20.5,5.1,1.9,0.7,0.5,0.2,0.4,0.395,0.338,0.786,2.8,0,0
Wesley Matthews,2022-23,MIL,36.0,52,15.8,3.4,2.2,0.7,0.4,0.3,0.3,0.363,0.315,0.857,1.0,0,0
Will Barton,2019-20,DEN,29.0,58,33.0,15.1,6.3,3.7,1.1,0.5,1.5,0.45,0.375,0.767,4.2,0,0
Will Barton,2020-21,DEN,30.0,56,31.0,12.7,4.0,3.2,0.9,0.4,1.7,0.426,0.381,0.785,4.1,0,0
Will Barton,2021-22,DEN,31.0,71,32.1,14.7,4.8,3.9,0.8,0.4,1.8,0.438,0.365,0.803,1.4,0,0
Will Barton,2022-23,TOR,32.0,56,17.7,6.8,2.4,2.0,0.5,0.2,0.9,0.379,0.367,0.787,-3.0,0,0
Willie Cauley-Stein,2019-20,DAL,26.0,54,20.3,7.2,5.8,1.3,0.9,1.1,0.7,0.579,0.0,0.606,-2.4,0,0
Willie Cauley-Stein,2020-21,DAL,27.0,53,17.1,5.3,4.5,0.7,0.4,0.8,0.5,0.632,0.091,0.628,2.6,0,0
Willy Hernangomez,2020-21,NOP,27.0,47,18.0,7.8,7.1,1.1,0.5,0.5,0.7,0.563,0.1,0.667,-0.3,0,0
Willy Hernangomez,2021-22,NOP,28.0,50,16.8,9.1,6.8,1.3,0.4,0.4,1.0,0.52,0.333,0.773,-0.9,0,0
Wilson Chandler,2019-20,BKN,33.0,35,21.0,5.9,4.1,1.1,0.5,0.3,1.0,0.404,0.306,0.87,-3.4,0,0
Xavier Tillman,2020-21,MEM,22.0,59,18.4,6.6,4.3,1.3,0.7,0.6,0.8,0.559,0.338,0.642,0.6,0,0
Xavier Tillman,2022-23,MEM,24.0,61,19.3,7.0,5.0,1.6,1.0,0.5,0.7,0.614,0.267,0.551,0.0,0,0
Xavier Tillman,2023-24,BOS,25.0,54,18.0,5.3,3.9,1.4,0.9,0.8,0.6,0.434,0.247,0.44,-1.1,0,0
Yuta Watanabe,2022-23,BKN,28.0,58,16.0,5.6,2.4,0.8,0.4,0.3,0.4,0.491,0.444,0.723,-0.1,0,0
Zach Collins,2022-23,SAS,25.0,63,22.9,11.6,6.4,2.9,0.6,0.8,2.0,0.518,0.374,0.761,-3.8,0,0
Zach Collins,2023-24,SAS,26.0,69,22.1,11.2,5.4,2.8,0.5,0.8,1.9,0.484,0.32,0.753,-5.7,0,0
Zach LaVine,2019-20,CHI,25.0,60,34.8,25.5,4.8,4.2,1.5,0.5,3.4,0.45,0.38,0.802,-3.2,0,0
Zach LaVine,2020-21,CHI,26.0,58,35.1,27.4,5.0,4.9,0.8,0.5,3.5,0.507,0.419,0.849,-0.2,1,0
Zach LaVine,2021-22,CHI,27.0,67,34.7,24.4,4.6,4.5,0.6,0.3,2.6,0.476,0.389,0.853,-0.4,1,1
Zach LaVine,2022-23,CHI,28.0,77,35.9,24.8,4.5,4.2,0.9,0.2,2.5,0.485,0.375,0.848,0.2,0,2
Zeke Nnaji,2021-22,DEN,21.0,41,17.0,6.6,3.6,0.4,0.4,0.3,0.6,0.516,0.463,0.631,-1.1,0,0
Ziaire Williams,2021-22,MEM,20.0,62,21.7,8.1,2.1,1.0,0.6,0.2,0.7,0.45,0.314,0.782,2.0,0,0
Ziaire Williams,2022-23,MEM,21.0,37,15.2,5.7,2.1,0.9,0.4,0.2,1.0,0.429,0.258,0.773,-2.1,0,0
Ziaire Williams,2023-24,MEM,22.0,51,20.3,8.2,3.5,1.5,0.7,0.2,1.3,0.397,0.307,0.827,-4.8,0,0
Zion Williamson,2020-21,NOP,20.0,61,33.2,27.0,7.2,3.7,0.9,0.6,2.7,0.611,0.294,0.698,1.5,0,0
Zion Williamson,2023-24,NOP,23.0,70,31.5,22.9,5.8,5.0,1.1,0.7,2.8,0.57,0.333,0.702,2.0,0,0
