player_name,season,team,age,games_played,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,field_goal_pct,three_point_pct,free_throw_pct,plus_minus,all_star,prior_all_star_selections
Paolo Banchero,2022-23,ORL,20.0,72,33.7,20.0,6.9,3.7,0.8,0.5,2.8,0.427,0.298,0.738,-3.0,0,0
Paolo Banchero,2023-24,ORL,21.0,80,35.0,22.6,6.9,5.4,0.9,0.6,3.1,0.455,0.339,0.725,0.0,1,0
Pascal Siakam,2019-20,TOR,26.0,60,35.2,22.9,7.3,3.5,1.0,0.9,2.5,0.453,0.359,0.792,6.6,1,0
Pascal Siakam,2020-21,TOR,27.0,56,35.8,21.4,7.2,4.5,1.1,0.7,2.3,0.455,0.297,0.827,2.3,0,1
Pascal Siakam,2021-22,TOR,28.0,68,37.9,22.8,8.5,5.3,1.3,0.6,2.7,0.494,0.344,0.749,3.8,0,1
Pascal Siakam,2022-23,TOR,29.0,71,37.4,24.2,7.8,5.8,0.9,0.5,2.4,0.48,0.324,0.774,1.7,1,1
Pascal Siakam,2023-24,IND,30.0,80,33.2,21.7,7.1,4.3,0.8,0.3,1.8,0.536,0.346,0.732,1.4,0,2
Pat Connaughton,2019-20,MIL,27.0,67,18.6,5.4,4.2,1.6,0.4,0.5,0.8,0.455,0.331,0.775,1.2,0,0
Pat Connaughton,2020-21,MIL,28.0,69,22.8,6.8,4.8,1.2,0.7,0.3,0.5,0.434,0.371,0.775,3.2,0,0
Pat Connaughton,2021-22,MIL,29.0,65,26.0,9.9,4.2,1.3,0.9,0.2,0.5,0.458,0.395,0.833,-0.4,0,0
Pat Connaughton,2022-23,MIL,30.0,61,23.7,7.6,4.6,1.3,0.6,0.2,0.5,0.392,0.339,0.659,2.2,0,0
Pat Connaughton,2023-24,MIL,31.0,76,22.1,5.6,3.1,2.1,0.5,0.3,0.6,0.435,0.345,0.759,-0.2,0,0
Patrick Beverley,2019-20,LAC,31.0,51,26.3,7.9,5.2,3.6,1.1,0.5,1.3,0.431,0.388,0.66,5.6,0,0
Patrick Beverley,2020-21,LAC,32.0,37,22.5,7.5,3.2,2.1,0.8,0.8,0.9,0.423,0.397,0.8,4.0,0,0
Patrick Beverley,2021-22,MIN,33.0,58,25.4,9.2,4.1,4.6,1.2,0.9,1.3,0.406,0.343,0.722,1.9,0,0
Patrick Beverley,2022-23,CHI,34.0,67,27.1,6.2,3.7,2.9,0.9,0.6,0.9,0.4,0.335,0.723,-1.2,0,0
Patrick Beverley,2023-24,MIL,35.0,73,20.0,6.2,3.3,2.9,0.6,0.4,0.9,0.417,0.337,0.822,-0.8,0,0
Patrick McCaw,2019-20,TOR,24.0,37,24.5,4.6,2.3,2.1,1.1,0.1,0.8,0.414,0.324,0.722,0.1,0,0
Patrick Patterson,2020-21,LAC,32.0,38,15.3,5.2,2.0,0.8,0.4,0.2,0.3,0.436,0.357,0.765,0.6,0,0
Patrick Williams,2020-21,CHI,19.0,71,27.9,9.2,4.6,1.4,0.9,0.6,1.4,0.483,0.391,0.728,-4.1,0,0
Patrick Williams,2022-23,CHI,21.0,82,28.3,10.2,4.0,1.2,0.9,0.9,1.2,0.464,0.415,0.857,-1.7,0,0
Patrick Williams,2023-24,CHI,22.0,43,27.3,10.0,3.9,1.5,0.9,0.8,1.3,0.443,0.399,0.788,-0.3,0,0
Patty Mills,2019-20,SAS,31.0,66,22.5,11.6,1.6,1.8,0.8,0.1,0.8,0.431,0.382,0.866,2.0,0,0
Patty Mills,2020-21,SAS,32.0,68,24.8,10.8,1.7,2.4,0.6,0.0,1.0,0.412,0.375,0.91,0.4,0,0
Patty Mills,2021-22,BKN,33.0,81,29.0,11.4,1.9,2.3,0.6,0.2,0.9,0.408,0.4,0.814,1.4,0,0
Paul George,2019-20,LAC,30.0,48,29.6,21.5,5.7,3.9,1.4,0.4,2.6,0.439,0.412,0.876,5.4,0,0
Paul George,2020-21,LAC,31.0,54,33.7,23.3,6.6,5.2,1.1,0.4,3.3,0.467,0.411,0.868,8.0,1,0
Paul George,2021-22,LAC,32.0,31,34.8,24.3,6.9,5.7,2.2,0.4,4.1,0.421,0.354,0.858,3.0,0,1
Paul George,2022-23,LAC,33.0,56,34.6,23.8,6.1,5.1,1.5,0.4,3.1,0.457,0.371,0.871,2.8,1,1
Paul George,2023-24,LAC,34.0,74,33.8,22.6,5.2,3.5,1.5,0.5,2.1,0.471,0.413,0.907,6.2,1,2
Paul Millsap,2019-20,DEN,35.0,51,24.3,11.6,5.7,1.6,0.9,0.6,1.4,0.482,0.435,0.816,4.4,0,0
Paul Millsap,2020-21,DEN,36.0,56,20.8,9.0,4.7,1.8,0.9,0.6,0.9,0.476,0.343,0.724,1.8,0,0
Paul Reed,2023-24,PHI,25.0,82,19.4,7.3,6.0,1.3,0.8,1.0,0.8,0.54,0.368,0.718,1.2,0,0
Payton Pritchard,2020-21,BOS,23.0,66,19.2,7.7,2.4,1.8,0.6,0.1,0.8,0.44,0.411,0.889,0.6,0,0
Payton Pritchard,2023-24,BOS,26.0,82,22.3,9.6,3.2,3.4,0.5,0.1,0.7,0.468,0.385,0.821,5.5,0,0
Peyton Watson,2023-24,DEN,21.0,80,18.6,6.7,3.2,1.1,0.5,1.1,0.7,0.465,0.296,0.67,-0.9,0,0
Precious Achiuwa,2021-22,TOR,22.0,73,23.6,9.1,6.5,1.1,0.5,0.6,1.2,0.439,0.359,0.595,1.0,0,0
Precious Achiuwa,2022-23,TOR,23.0,55,20.7,9.2,6.0,0.9,0.6,0.5,1.1,0.485,0.269,0.702,-0.7,0,0
Precious Achiuwa,2023-24,NYK,24.0,74,21.9,7.6,6.6,1.3,0.6,0.9,1.1,0.501,0.268,0.616,-0.6,0,0
Quentin Grimes,2021-22,NYK,22.0,46,17.1,6.0,2.0,1.0,0.7,0.2,0.6,0.404,0.381,0.684,-1.2,0,0
Quentin Grimes,2022-23,NYK,23.0,71,29.9,11.3,3.2,2.1,0.7,0.4,1.0,0.468,0.386,0.796,2.6,0,0
Quentin Grimes,2023-24,DET,24.0,51,20.1,7.0,2.0,1.3,0.7,0.1,0.5,0.372,0.338,0.756,-0.8,0,0
R.J. Hampton,2020-21,ORL,20.0,51,17.4,6.9,3.5,1.7,0.4,0.2,1.0,0.435,0.31,0.671,-5.6,0,0
R.J. Hampton,2021-22,ORL,21.0,64,21.9,7.6,3.0,2.5,0.7,0.2,1.4,0.383,0.35,0.641,-6.5,0,0
R.J. Hampton,2022-23,DET,22.0,47,15.9,6.4,1.9,1.1,0.6,0.2,0.9,0.43,0.353,0.75,-3.0,0,0
RJ Barrett,2019-20,NYK,20.0,56,30.4,14.3,5.0,2.6,1.0,0.3,2.2,0.402,0.32,0.614,-5.8,0,0
RJ Barrett,2020-21,NYK,21.0,72,34.9,17.6,5.8,3.0,0.7,0.3,1.9,0.441,0.401,0.746,1.9,0,0
RJ Barrett,2021-22,NYK,22.0,70,34.5,20.0,5.8,3.0,0.6,0.2,2.2,0.408,0.342,0.714,-2.1,0,0
RJ Barrett,2022-23,NYK,23.0,73,33.9,19.6,5.0,2.8,0.4,0.2,2.2,0.434,0.31,0.74,-0.8,0,0
RJ Barrett,2023-24,TOR,24.0,58,31.7,20.2,5.4,3.3,0.5,0.4,2.2,0.495,0.36,0.715,-2.6,0,0
Rajon Rondo,2019-20,LAL,34.0,48,20.5,7.1,3.0,5.0,0.8,0.0,1.9,0.418,0.328,0.659,0.9,0,0
Rajon Rondo,2020-21,LAC,35.0,45,17.1,5.4,2.4,4.4,0.8,0.1,1.8,0.442,0.404,0.941,0.5,0,0
Rajon Rondo,2021-22,CLE,36.0,39,17.9,4.8,2.8,4.4,0.8,0.2,1.7,0.386,0.352,0.731,-2.8,0,0
Raul Neto,2020-21,WAS,29.0,64,21.9,8.7,2.4,2.3,1.1,0.1,0.8,0.468,0.39,0.882,-0.3,0,0
Raul Neto,2021-22,WAS,30.0,70,19.6,7.5,1.9,3.1,0.8,0.0,1.1,0.463,0.292,0.769,-1.2,0,0
Rayan Rupert,2023-24,POR,20.0,39,16.2,4.0,2.4,1.6,0.3,0.1,0.8,0.335,0.359,0.76,-3.2,0,0
Reggie Bullock Jr.,2020-21,NYK,30.0,65,30.0,10.9,3.4,1.5,0.8,0.2,0.7,0.442,0.41,0.909,1.6,0,0
Reggie Bullock Jr.,2021-22,DAL,31.0,68,28.0,8.6,3.5,1.2,0.6,0.2,0.6,0.401,0.36,0.833,4.0,0,0
Reggie Bullock Jr.,2022-23,DAL,32.0,78,30.3,7.2,3.6,1.4,0.7,0.2,0.5,0.409,0.38,0.703,-1.1,0,0
Reggie Jackson,2019-20,LAC,30.0,31,24.0,11.9,3.0,4.1,0.4,0.2,1.6,0.411,0.393,0.833,3.5,0,0
Reggie Jackson,2020-21,LAC,31.0,67,23.0,10.7,2.9,3.1,0.6,0.1,1.1,0.45,0.433,0.817,3.7,0,0
Reggie Jackson,2021-22,LAC,32.0,75,31.2,16.8,3.6,4.8,0.7,0.2,2.3,0.392,0.326,0.847,-0.9,0,0
Reggie Jackson,2022-23,DEN,33.0,68,24.4,10.2,2.1,3.4,0.7,0.1,1.7,0.411,0.333,0.91,-1.2,0,0
Reggie Jackson,2023-24,DEN,34.0,82,22.2,10.2,1.9,3.8,0.5,0.1,1.3,0.431,0.359,0.806,1.0,0,0
Richaun Holmes,2019-20,SAC,26.0,44,28.2,12.3,8.1,1.0,0.9,1.3,1.2,0.648,0.0,0.788,0.4,0,0
Richaun Holmes,2020-21,SAC,27.0,61,29.2,14.2,8.3,1.7,0.6,1.6,1.2,0.637,0.182,0.794,0.1,0,0
Richaun Holmes,2021-22,SAC,28.0,45,23.9,10.4,7.0,1.1,0.4,0.9,1.2,0.66,0.4,0.778,-3.0,0,0
Ricky Rubio,2019-20,PHX,29.0,65,31.0,13.0,4.7,8.8,1.4,0.2,2.7,0.415,0.361,0.863,2.3,0,0
Ricky Rubio,2020-21,MIN,30.0,68,26.1,8.6,3.3,6.4,1.4,0.1,1.6,0.388,0.308,0.867,-2.7,0,0
Ricky Rubio,2021-22,IND,31.0,34,28.5,13.1,4.1,6.6,1.4,0.2,2.6,0.363,0.339,0.854,5.4,0,0
Ricky Rubio,2022-23,CLE,32.0,33,17.2,5.2,2.1,3.5,0.8,0.2,0.9,0.343,0.256,0.8,1.4,0,0
Robert Covington,2019-20,HOU,29.0,70,30.5,12.4,6.6,1.3,1.6,1.3,1.5,0.422,0.335,0.798,0.5,0,0
Robert Covington,2020-21,POR,30.0,70,32.0,8.5,6.7,1.7,1.4,1.2,0.9,0.401,0.379,0.806,2.9,0,0
Robert Covington,2021-22,LAC,31.0,71,27.3,8.5,5.5,1.3,1.5,1.3,1.1,0.42,0.378,0.841,0.5,0,0
Robert Covington,2022-23,LAC,32.0,48,16.2,6.0,3.5,1.2,0.8,0.7,0.7,0.445,0.397,0.75,-0.1,0,0
Robert Williams III,2020-21,BOS,23.0,52,18.9,8.0,6.9,1.8,0.8,1.8,1.0,0.721,0.0,0.616,0.2,0,0
Robert Williams III,2021-22,BOS,24.0,61,29.6,10.0,9.6,2.0,0.9,2.2,1.0,0.736,0.0,0.722,6.1,0,0
Robert Williams III,2022-23,BOS,25.0,35,23.5,8.0,8.3,1.4,0.6,1.4,1.0,0.747,0.0,0.61,4.9,0,0
Robin Lopez,2020-21,WAS,33.0,71,19.1,9.0,3.8,0.8,0.2,0.6,1.1,0.633,0.278,0.723,-0.2,0,0
Robin Lopez,2021-22,ORL,34.0,36,17.0,7.1,3.5,1.5,0.1,0.5,1.2,0.553,0.333,0.593,-1.8,0,0
Rodney Hood,2020-21,TOR,28.0,55,17.1,4.5,1.9,1.0,0.4,0.1,0.7,0.362,0.301,0.857,-2.4,0,0
Rodney McGruder,2019-20,LAC,28.0,56,15.6,3.3,2.7,0.6,0.5,0.1,0.4,0.398,0.27,0.559,-0.1,0,0
Rodney McGruder,2022-23,DET,31.0,32,16.4,5.7,2.3,0.9,0.5,0.0,0.3,0.408,0.423,0.818,-1.4,0,0
Romeo Langford,2021-22,SAS,22.0,48,16.1,4.5,2.3,0.4,0.5,0.3,0.3,0.435,0.341,0.548,0.1,0,0
Romeo Langford,2022-23,SAS,23.0,43,19.6,6.9,2.7,1.2,0.6,0.3,0.7,0.467,0.262,0.696,-4.2,0,0
Rondae Hollis-Jefferson,2019-20,TOR,25.0,60,18.7,7.0,4.7,1.8,0.8,0.4,1.0,0.471,0.13,0.734,1.3,0,0
Royce O'Neale,2019-20,UTA,27.0,71,28.9,6.3,5.5,2.5,0.8,0.5,0.9,0.433,0.377,0.764,3.0,0,0
Royce O'Neale,2020-21,UTA,28.0,71,31.6,7.0,6.8,2.5,0.8,0.5,1.2,0.444,0.385,0.848,6.6,0,0
Royce O'Neale,2021-22,UTA,29.0,77,31.2,7.4,4.8,2.5,1.1,0.4,1.0,0.457,0.389,0.804,3.0,0,0
Royce O'Neale,2022-23,BKN,30.0,76,31.7,8.8,5.1,3.7,0.9,0.6,1.5,0.386,0.389,0.725,1.0,0,0
Royce O'Neale,2023-24,PHX,31.0,79,24.7,7.7,4.8,2.8,0.7,0.6,0.9,0.397,0.37,0.686,1.5,0,0
Rudy Gay,2019-20,SAS,33.0,67,21.8,10.8,5.4,1.7,0.5,0.5,1.3,0.446,0.336,0.882,0.2,0,0
Rudy Gay,2020-21,SAS,34.0,63,21.6,11.4,4.8,1.4,0.7,0.6,1.0,0.42,0.381,0.804,2.1,0,0
Rudy Gay,2021-22,UTA,35.0,55,18.9,8.1,4.4,1.0,0.5,0.3,0.9,0.414,0.345,0.785,3.3,0,0
Rudy Gobert,2019-20,UTA,28.0,68,34.3,15.1,13.5,1.5,0.8,2.0,1.9,0.693,0.0,0.63,4.3,1,0
Rudy Gobert,2020-21,UTA,29.0,71,30.8,14.3,13.5,1.3,0.6,2.7,1.7,0.675,0.0,0.623,10.3,1,1
Rudy Gobert,2021-22,UTA,30.0,66,32.1,15.6,14.7,1.1,0.7,2.1,1.8,0.713,0.0,0.69,6.3,1,2
Rudy Gobert,2022-23,MIN,31.0,70,30.7,13.4,11.6,1.2,0.8,1.4,1.7,0.659,0.0,0.644,-0.1,0,3
Rudy Gobert,2023-24,MIN,32.0,76,34.1,14.0,12.9,1.3,0.7,2.1,1.6,0.661,0.0,0.638,5.4,0,3
Rui Hachimura,2019-20,WAS,22.0,48,30.1,13.5,6.1,1.8,0.8,0.2,1.1,0.466,0.287,0.829,-5.3,0,0
Rui Hachimura,2020-21,WAS,23.0,57,31.5,13.8,5.5,1.4,0.8,0.1,1.2,0.478,0.328,0.77,-1.9,0,0
Rui Hachimura,2021-22,WAS,24.0,42,22.5,11.3,3.8,1.1,0.5,0.2,0.8,0.491,0.447,0.697,-3.0,0,0
Rui Hachimura,2022-23,LAL,25.0,63,23.3,11.2,4.5,0.9,0.3,0.4,0.8,0.486,0.319,0.739,-0.4,0,0
Rui Hachimura,2023-24,LAL,26.0,68,26.8,13.6,4.3,1.2,0.6,0.4,0.7,0.537,0.422,0.739,1.8,0,0
Russell Westbrook,2019-20,HOU,31.0,57,36.0,27.2,7.9,7.0,1.6,0.4,4.5,0.472,0.258,0.763,2.2,1,0
Russell Westbrook,2020-21,WAS,32.0,65,36.4,22.2,11.5,11.7,1.4,0.4,4.8,0.439,0.315,0.656,-1.4,0,1
Russell Westbrook,2021-22,LAL,33.0,78,34.3,18.5,7.4,7.1,1.0,0.3,3.8,0.444,0.298,0.667,-2.7,0,1
Russell Westbrook,2022-23,LAC,34.0,73,29.1,15.9,5.8,7.5,1.0,0.5,3.5,0.436,0.311,0.656,-0.3,0,1
Russell Westbrook,2023-24,LAC,35.0,68,22.5,11.1,5.0,4.5,1.1,0.3,2.1,0.454,0.273,0.688,1.5,0,1
Ryan Arcidiacono,2019-20,CHI,26.0,58,16.0,4.5,1.9,1.7,0.5,0.1,0.6,0.409,0.391,0.711,-1.4,0,0
Saben Lee,2020-21,DET,22.0,48,16.3,5.6,2.0,3.6,0.7,0.3,1.1,0.471,0.348,0.685,-1.9,0,0
Saben Lee,2021-22,DET,23.0,37,16.3,5.6,2.4,2.9,1.0,0.3,1.0,0.39,0.233,0.789,-2.2,0,0
Saddiq Bey,2020-21,DET,22.0,70,27.3,12.2,4.5,1.4,0.7,0.2,0.9,0.404,0.38,0.844,-3.0,0,0
Saddiq Bey,2021-22,DET,23.0,82,33.0,16.1,5.4,2.8,0.9,0.2,1.2,0.396,0.346,0.827,-6.1,0,0
Saddiq Bey,2022-23,ATL,24.0,77,27.6,13.8,4.7,1.5,0.9,0.2,0.9,0.422,0.361,0.861,-1.9,0,0
Saddiq Bey,2023-24,ATL,25.0,63,32.7,13.7,6.5,1.5,0.8,0.2,0.9,0.416,0.316,0.837,-0.3,0,0
Sam Hauser,2022-23,BOS,25.0,80,16.1,6.4,2.6,0.9,0.4,0.3,0.4,0.455,0.418,0.706,2.7,0,0
Sam Hauser,2023-24,BOS,26.0,79,22.0,9.0,3.5,1.0,0.5,0.3,0.4,0.446,0.424,0.895,6.2,0,0
Sam Merrill,2023-24,CLE,28.0,61,17.5,8.0,2.0,1.8,0.3,0.1,0.3,0.402,0.404,0.929,0.5,0,0
Sandro Mamukelashvili,2022-23,SAS,24.0,43,15.3,6.1,4.3,1.4,0.3,0.3,0.8,0.422,0.303,0.684,-2.7,0,0
Santi Aldama,2022-23,MEM,22.0,77,21.8,9.0,4.8,1.3,0.6,0.6,0.8,0.47,0.353,0.75,1.2,0,0
Santi Aldama,2023-24,MEM,23.0,61,26.5,10.7,5.8,2.3,0.7,0.9,1.1,0.435,0.349,0.621,-4.5,0,0
Scoot Henderson,2023-24,POR,20.0,62,28.5,14.0,3.1,5.4,0.8,0.2,3.4,0.385,0.325,0.819,-8.0,0,0
Scottie Barnes,2021-22,TOR,20.0,74,35.4,15.3,7.5,3.5,1.1,0.7,1.8,0.492,0.301,0.735,0.9,0,0
Scottie Barnes,2022-23,TOR,21.0,77,34.8,15.3,6.6,4.8,1.1,0.8,2.0,0.456,0.281,0.772,2.3,0,0
Scottie Barnes,2023-24,TOR,22.0,60,34.9,19.9,8.2,6.1,1.3,1.5,2.8,0.475,0.341,0.781,-2.4,1,0
Sekou Doumbouya,2019-20,DET,19.0,38,19.8,6.4,3.1,0.5,0.5,0.2,0.9,0.39,0.286,0.674,-4.6,0,0
Sekou Doumbouya,2020-21,DET,20.0,56,15.5,5.1,2.6,0.8,0.4,0.2,0.8,0.379,0.226,0.703,-2.4,0,0
Semi Ojeleye,2020-21,BOS,26.0,56,17.0,4.6,2.6,0.7,0.3,0.0,0.4,0.403,0.367,0.75,0.1,0,0
Serge Ibaka,2019-20,TOR,30.0,55,27.0,15.4,8.2,1.4,0.5,0.8,2.0,0.512,0.385,0.718,1.7,0,0
Serge Ibaka,2020-21,LAC,31.0,41,23.3,11.1,6.7,1.8,0.2,1.1,1.1,0.51,0.339,0.811,3.8,0,0
Serge Ibaka,2021-22,MIL,32.0,54,16.3,6.8,4.6,0.9,0.2,0.6,0.8,0.5,0.374,0.727,-1.0,0,0
Seth Curry,2019-20,DAL,29.0,64,24.6,12.4,2.3,1.9,0.6,0.1,1.0,0.495,0.452,0.825,2.5,0,0
Seth Curry,2020-21,PHI,30.0,57,28.7,12.5,2.4,2.7,0.8,0.1,1.1,0.467,0.45,0.896,5.6,0,0
Seth Curry,2021-22,BKN,31.0,64,33.3,15.0,3.1,3.6,0.8,0.2,1.7,0.487,0.422,0.872,3.0,0,0
Seth Curry,2022-23,BKN,32.0,61,19.8,9.2,1.6,1.6,0.6,0.1,0.8,0.463,0.405,0.927,-1.1,0,0
Shabazz Napier,2019-20,WAS,28.0,56,24.0,10.3,2.8,4.7,1.2,0.2,2.3,0.412,0.317,0.824,-1.7,0,0
Shaedon Sharpe,2022-23,POR,20.0,80,22.2,9.9,3.0,1.2,0.5,0.3,1.0,0.472,0.36,0.714,-3.7,0,0
Shaedon Sharpe,2023-24,POR,21.0,32,33.1,15.9,5.0,2.9,0.9,0.4,2.3,0.406,0.333,0.824,-7.7,0,0
Shai Gilgeous-Alexander,2019-20,OKC,21.0,70,34.7,19.0,5.9,3.3,1.1,0.7,1.9,0.471,0.347,0.807,2.2,0,0
Shai Gilgeous-Alexander,2020-21,OKC,22.0,35,33.7,23.7,4.7,5.9,0.8,0.7,3.0,0.508,0.418,0.808,-5.3,0,0
Shai Gilgeous-Alexander,2021-22,OKC,23.0,56,34.7,24.5,5.0,5.9,1.3,0.8,2.8,0.453,0.3,0.81,-4.7,0,0
Shai Gilgeous-Alexander,2022-23,OKC,24.0,68,35.5,31.4,4.8,5.5,1.6,1.0,2.8,0.51,0.345,0.905,2.2,1,0
Shai Gilgeous-Alexander,2023-24,OKC,25.0,75,34.0,30.1,5.5,6.2,2.0,0.9,2.2,0.535,0.353,0.874,8.2,1,1
Shake Milton,2019-20,PHI,23.0,40,20.1,9.4,2.2,2.6,0.5,0.2,1.2,0.484,0.43,0.785,-0.1,0,0
Shake Milton,2020-21,PHI,24.0,63,23.2,13.0,2.3,3.1,0.6,0.3,1.6,0.45,0.35,0.83,2.1,0,0
Shake Milton,2021-22,PHI,25.0,55,21.4,8.2,2.6,2.5,0.5,0.3,0.8,0.429,0.323,0.836,-0.5,0,0
Shake Milton,2022-23,PHI,26.0,76,20.6,8.4,2.5,3.2,0.3,0.2,1.2,0.479,0.378,0.853,1.9,0,0
Simone Fontecchio,2023-24,DET,28.0,66,24.9,10.5,3.7,1.5,0.7,0.3,1.0,0.46,0.401,0.818,-0.4,0,0
Skal Labissiere,2019-20,ATL,24.0,33,17.2,5.8,5.1,1.3,0.2,0.9,0.9,0.551,0.231,0.758,0.4,0,0
Solomon Hill,2019-20,MIA,29.0,59,18.4,5.5,2.8,1.8,0.7,0.2,0.9,0.396,0.368,0.741,-1.3,0,0
Solomon Hill,2020-21,ATL,30.0,71,21.3,4.5,3.0,1.1,0.7,0.2,0.6,0.359,0.321,0.761,0.4,0,0
Spencer Dinwiddie,2019-20,BKN,27.0,64,31.2,20.6,3.5,6.8,0.6,0.3,2.7,0.415,0.308,0.778,0.8,0,0
Spencer Dinwiddie,2021-22,DAL,29.0,67,29.6,13.7,4.2,5.2,0.7,0.2,1.6,0.416,0.339,0.774,-0.7,0,0
Spencer Dinwiddie,2022-23,BKN,30.0,79,34.5,17.3,3.4,6.5,0.8,0.3,1.8,0.438,0.369,0.812,-0.1,0,0
Spencer Dinwiddie,2023-24,LAL,31.0,76,28.3,10.5,2.7,4.7,0.7,0.3,1.2,0.392,0.337,0.805,0.9,0,0
Stanley Johnson,2020-21,TOR,25.0,61,16.5,4.4,2.5,1.5,0.9,0.3,0.9,0.382,0.328,0.8,-2.6,0,0
Stanley Johnson,2021-22,LAL,26.0,48,22.8,6.7,3.2,1.7,0.9,0.3,0.7,0.466,0.314,0.716,-1.0,0,0
Stanley Johnson,2022-23,UTA,27.0,30,15.6,5.8,3.2,2.2,0.5,0.2,1.1,0.533,0.45,0.667,-3.1,0,0
Stephen Curry,2020-21,GSW,33.0,63,34.2,32.0,5.5,5.8,1.2,0.1,3.4,0.482,0.421,0.916,3.9,1,0
Stephen Curry,2021-22,GSW,34.0,64,34.5,25.5,5.2,6.3,1.3,0.4,3.2,0.437,0.38,0.923,8.0,1,1
Stephen Curry,2022-23,GSW,35.0,56,34.7,29.4,6.1,6.3,0.9,0.4,3.2,0.493,0.427,0.915,4.8,1,2
Stephen Curry,2023-24,GSW,36.0,74,32.7,26.4,4.5,5.1,0.7,0.4,2.8,0.45,0.408,0.923,2.6,1,3
Sterling Brown,2020-21,HOU,26.0,51,24.1,8.2,4.4,1.4,0.7,0.2,0.8,0.448,0.423,0.806,-3.0,0,0
Steven Adams,2019-20,OKC,26.0,63,26.7,10.9,9.3,2.3,0.8,1.1,1.5,0.592,0.333,0.582,2.4,0,0
Steven Adams,2020-21,NOP,27.0,58,27.7,7.6,8.9,1.9,0.9,0.7,1.3,0.614,0.0,0.444,0.3,0,0
Steven Adams,2021-22,MEM,28.0,76,26.3,6.9,10.0,3.4,0.9,0.8,1.5,0.547,0.0,0.543,4.6,0,0
Steven Adams,2022-23,MEM,29.0,42,27.0,8.6,11.5,2.3,0.9,1.1,1.9,0.597,0.0,0.364,5.8,0,0
Svi Mykhailiuk,2019-20,DET,23.0,56,22.6,9.0,1.9,1.9,0.7,0.1,1.1,0.41,0.404,0.814,-0.1,0,0
Svi Mykhailiuk,2020-21,OKC,24.0,66,20.1,8.5,2.5,1.7,0.8,0.2,1.3,0.411,0.334,0.76,-3.5,0,0
T.J. McConnell,2019-20,IND,28.0,71,18.7,6.5,2.7,5.0,0.8,0.2,1.4,0.516,0.294,0.833,0.7,0,0
T.J. McConnell,2020-21,IND,29.0,69,26.0,8.6,3.7,6.6,1.9,0.3,2.0,0.559,0.313,0.688,1.0,0,0
T.J. McConnell,2022-23,IND,31.0,75,20.4,8.7,3.1,5.3,1.1,0.1,1.9,0.543,0.441,0.853,-0.8,0,0
T.J. McConnell,2023-24,IND,32.0,71,18.2,10.2,2.7,5.5,1.0,0.1,1.5,0.556,0.409,0.79,1.3,0,0
T.J. Warren,2019-20,IND,26.0,67,32.9,19.8,4.2,1.5,1.2,0.5,1.3,0.536,0.403,0.819,1.9,0,0
T.J. Warren,2022-23,PHX,29.0,42,16.4,7.5,2.9,1.0,0.5,0.3,0.5,0.489,0.328,0.8,1.3,0,0
Taj Gibson,2019-20,NYK,35.0,62,16.5,6.1,4.3,0.8,0.4,0.5,0.8,0.584,0.286,0.732,-4.2,0,0
Taj Gibson,2020-21,NYK,36.0,45,20.8,5.4,5.6,0.8,0.7,1.1,0.5,0.627,0.2,0.727,2.9,0,0
Taj Gibson,2021-22,NYK,37.0,52,18.2,4.4,4.4,0.6,0.4,0.8,0.5,0.518,0.395,0.808,0.8,0,0
Talen Horton-Tucker,2020-21,LAL,20.0,65,20.1,9.0,2.6,2.8,1.0,0.3,1.6,0.458,0.282,0.775,0.2,0,0
Talen Horton-Tucker,2021-22,LAL,21.0,60,25.2,10.0,3.2,2.7,1.0,0.5,1.4,0.416,0.269,0.8,-1.5,0,0
Talen Horton-Tucker,2022-23,UTA,22.0,65,20.2,10.7,3.2,3.8,0.6,0.4,1.9,0.419,0.286,0.75,-0.1,0,0
Talen Horton-Tucker,2023-24,UTA,23.0,51,19.8,10.1,2.4,3.5,0.9,0.4,1.3,0.396,0.33,0.807,-2.1,0,0
Tari Eason,2022-23,HOU,22.0,82,21.6,9.3,6.0,1.1,1.2,0.6,1.2,0.448,0.343,0.752,-1.9,0,0
Taurean Prince,2019-20,BKN,26.0,64,29.0,12.1,6.0,1.8,0.9,0.4,2.0,0.376,0.339,0.798,1.1,0,0
Taurean Prince,2020-21,CLE,27.0,41,22.1,9.5,3.5,1.9,0.7,0.6,1.1,0.401,0.4,0.855,-3.1,0,0
Taurean Prince,2021-22,MIN,28.0,69,17.1,7.3,2.5,1.0,0.7,0.3,0.8,0.454,0.376,0.756,-0.1,0,0
Taurean Prince,2022-23,MIN,29.0,54,22.1,9.1,2.4,1.6,0.5,0.3,1.3,0.467,0.381,0.844,0.0,0,0
Taurean Prince,2023-24,LAL,30.0,78,27.0,8.9,2.9,1.5,0.7,0.4,0.9,0.442,0.396,0.735,-1.5,0,0
Taylor Hendricks,2023-24,UTA,20.0,40,21.4,7.3,4.6,0.8,0.7,0.8,0.7,0.45,0.379,0.793,-3.8,0,0
Terance Mann,2020-21,LAC,24.0,67,18.9,7.0,3.6,1.6,0.4,0.2,0.6,0.509,0.418,0.83,0.5,0,0
Terance Mann,2021-22,LAC,25.0,81,28.6,10.8,5.2,2.6,0.7,0.3,1.0,0.484,0.365,0.78,0.8,0,0
